Density,Process,Growth Form,Size Class,Treatment Method,Terrain,PPD
0.03,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Riparian,0.00498
0.03,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Landscape,0.00330
0.03,Follow-up,Herbaceous,Seedling,Hand pull,Riparian,0.00204
0.03,Follow-up,Herbaceous,Seedling,Hand pull,Landscape,0.00204
0.03,Follow-up,Herbaceous,Young,Cut below ground,Riparian,0.00330
0.03,Follow-up,Herbaceous,Young,Cut below ground,Landscape,0.00330
0.03,Follow-up,Herbaceous,Young,Foliar Spray,Riparian,0.00204
0.03,Follow-up,Herbaceous,Young,Foliar Spray,Landscape,0.00204
0.03,Follow-up,Non sprouting tree,Adult,Felling,Riparian,0.00810
0.03,Follow-up,Non sprouting tree,Adult,Felling,Landscape,0.00540
0.03,Follow-up,Non sprouting tree,Adult,Ring bark,Riparian,0.00438
0.03,Follow-up,Non sprouting tree,Adult,Ring bark,Landscape,0.00438
0.03,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Riparian,0.00162
0.03,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Landscape,0.00162
0.03,Follow-up,Non sprouting tree,Seedling,Hand pull,Riparian,0.00204
0.03,Follow-up,Non sprouting tree,Seedling,Hand pull,Landscape,0.00204
0.03,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Riparian,0.00498
0.03,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Landscape,0.00330
0.03,Follow-up,Sprouting tree,Adult,Bark Strip,Riparian,0.00630
0.03,Follow-up,Sprouting tree,Adult,Bark Strip,Landscape,0.00630
0.03,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Riparian,0.00204
0.03,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Landscape,0.00204
0.03,Follow-up,Sprouting tree,Adult,Cut stump,Riparian,0.01176
0.03,Follow-up,Sprouting tree,Adult,Cut stump,Landscape,0.00786
0.03,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Riparian,0.01176
0.03,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Landscape,0.00786
0.03,Follow-up,Sprouting tree,Adult,Cut stump + oil,Riparian,0.01176
0.03,Follow-up,Sprouting tree,Adult,Cut stump + oil,Landscape,0.00786
0.03,Follow-up,Sprouting tree,Adult,Frill,Riparian,0.00630
0.03,Follow-up,Sprouting tree,Adult,Frill,Landscape,0.00630
0.03,Follow-up,Sprouting tree,Seedling,Foliar Spray,Riparian,0.00162
0.03,Follow-up,Sprouting tree,Seedling,Foliar Spray,Landscape,0.00162
0.03,Follow-up,Sprouting tree,Seedling,Hand pull,Riparian,0.00204
0.03,Follow-up,Sprouting tree,Seedling,Hand pull,Landscape,0.00204
0.03,Follow-up,Sprouting tree,Young,Bark Strip,Landscape,0.00540
0.03,Follow-up,Sprouting tree,Young,Bark Strip,Riparian,0.00540
0.03,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Riparian,0.00204
0.03,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Landscape,0.00204
0.03,Follow-up,Sprouting tree,Young,Lopping / Pruning,Riparian,0.00714
0.03,Follow-up,Sprouting tree,Young,Lopping / Pruning,Landscape,0.00480
0.03,Initial,All,All,Soil application,Landscape,0.00330
0.03,Initial,All,All,Soil application,Riparian,0.00330
0.03,Initial,Aquatic weed,All,Manual Removal,Riparian,0.06000
0.03,Initial,Aquatic weed,All,Manual Removal,Landscape,0.06000
0.03,Initial,Aquatic weed,All,Spray from boat,Riparian,0.01200
0.03,Initial,Aquatic weed,All,Spray from boat,Landscape,0.01200
0.03,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,0.02550
0.03,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,0.02550
0.03,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,0.05100
0.03,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,0.05100
0.03,Initial,Cactus,Adult,Cut & Spray,Riparian,0.00498
0.03,Initial,Cactus,Adult,Cut & Spray,Landscape,0.00330
0.03,Initial,Cactus,Adult,Stem inject,Riparian,0.00330
0.03,Initial,Cactus,Adult,Stem inject,Landscape,0.00330
0.03,Initial,Cactus,Seedling,Dig out and burn,Riparian,0.00330
0.03,Initial,Cactus,Seedling,Dig out and burn,Landscape,0.00330
0.03,Initial,Cactus,Seedling,Hand pull,Riparian,0.00204
0.03,Initial,Cactus,Seedling,Hand pull,Landscape,0.00204
0.03,Initial,Cactus,Young,Foliar Spray,Riparian,0.00204
0.03,Initial,Cactus,Young,Foliar Spray,Landscape,0.00204
0.03,Initial,Cactus,Young,Stem inject,Riparian,0.00204
0.03,Initial,Cactus,Young,Stem inject,Landscape,0.00204
0.03,Initial,Creeper,Adult,Basal Stem + diesel,Riparian,0.00204
0.03,Initial,Creeper,Adult,Basal Stem + diesel,Landscape,0.00204
0.03,Initial,Creeper,Adult,Cut & Spray,Riparian,0.00498
0.03,Initial,Creeper,Adult,Cut & Spray,Landscape,0.00330
0.03,Initial,Creeper,Adult,Cut & Spray + diesel,Riparian,0.00498
0.03,Initial,Creeper,Adult,Cut & Spray + diesel,Landscape,0.00330
0.03,Initial,Creeper,Seedling,Hand pull,Riparian,0.00204
0.03,Initial,Creeper,Seedling,Hand pull,Landscape,0.00204
0.03,Initial,Creeper,Young,Foliar Spray,Riparian,0.00204
0.03,Initial,Creeper,Young,Foliar Spray,Landscape,0.00204
0.03,Initial,Grass,Adult,Cut & Spray,Riparian,0.00330
0.03,Initial,Grass,Adult,Cut & Spray,Landscape,0.00330
0.03,Initial,Grass,Seedling,Hand pull,Riparian,0.00204
0.03,Initial,Grass,Seedling,Hand pull,Landscape,0.00204
0.03,Initial,Grass,Young,Foliar Spray,Riparian,0.00162
0.03,Initial,Grass,Young,Foliar Spray,Landscape,0.00162
0.03,Initial,Herbaceous,Adult,Basal Stem + diesel,Riparian,0.00204
0.03,Initial,Herbaceous,Adult,Basal Stem + diesel,Landscape,0.00204
0.03,Initial,Herbaceous,Adult,Cut & Spray,Riparian,0.00498
0.03,Initial,Herbaceous,Adult,Cut & Spray,Landscape,0.00330
0.03,Initial,Herbaceous,Adult,Cut & Spray + diesel,Riparian,0.00498
0.03,Initial,Herbaceous,Adult,Cut & Spray + diesel,Landscape,0.00330
0.03,Initial,Herbaceous,Seedling,Hand pull,Riparian,0.00204
0.03,Initial,Herbaceous,Seedling,Hand pull,Landscape,0.00204
0.03,Initial,Herbaceous,Young,Cut below ground,Riparian,0.00330
0.03,Initial,Herbaceous,Young,Cut below ground,Landscape,0.00330
0.03,Initial,Herbaceous,Young,Foliar Spray,Riparian,0.00204
0.03,Initial,Herbaceous,Young,Foliar Spray,Landscape,0.00204
0.03,Initial,Non sprouting tree,Adult,Felling,Riparian,0.00810
0.03,Initial,Non sprouting tree,Adult,Felling,Landscape,0.00540
0.03,Initial,Non sprouting tree,Adult,Ring bark,Riparian,0.00438
0.03,Initial,Non sprouting tree,Adult,Ring bark,Landscape,0.00438
0.03,Initial,Non sprouting tree,Seedling,Foliar Spray,Riparian,0.00162
0.03,Initial,Non sprouting tree,Seedling,Foliar Spray,Landscape,0.00162
0.03,Initial,Non sprouting tree,Seedling,Hand pull,Riparian,0.00204
0.03,Initial,Non sprouting tree,Seedling,Hand pull,Landscape,0.00204
0.03,Initial,Non sprouting tree,Young,Lopping / Pruning,Riparian,0.00498
0.03,Initial,Non sprouting tree,Young,Lopping / Pruning,Landscape,0.00330
0.03,Initial,Sprouting tree,Adult,Bark Strip,Riparian,0.00630
0.03,Initial,Sprouting tree,Adult,Bark Strip,Landscape,0.00630
0.03,Initial,Sprouting tree,Adult,Basal Stem + diesel,Riparian,0.00204
0.03,Initial,Sprouting tree,Adult,Basal Stem + diesel,Landscape,0.00204
0.03,Initial,Sprouting tree,Adult,Cut stump,Riparian,0.01176
0.03,Initial,Sprouting tree,Adult,Cut stump,Landscape,0.00786
0.03,Initial,Sprouting tree,Adult,Cut stump + diesel,Riparian,0.01176
0.03,Initial,Sprouting tree,Adult,Cut stump + diesel,Landscape,0.00786
0.03,Initial,Sprouting tree,Adult,Cut stump + oil,Riparian,0.01176
0.03,Initial,Sprouting tree,Adult,Cut stump + oil,Landscape,0.00786
0.03,Initial,Sprouting tree,Adult,Frill,Riparian,0.00630
0.03,Initial,Sprouting tree,Adult,Frill,Landscape,0.00630
0.03,Initial,Sprouting tree,Seedling,Foliar Spray,Riparian,0.00162
0.03,Initial,Sprouting tree,Seedling,Foliar Spray,Landscape,0.00162
0.03,Initial,Sprouting tree,Seedling,Hand pull,Riparian,0.00204
0.03,Initial,Sprouting tree,Seedling,Hand pull,Landscape,0.00204
0.03,Initial,Sprouting tree,Young,Bark Strip,Landscape,0.00540
0.03,Initial,Sprouting tree,Young,Bark Strip,Riparian,0.00540
0.03,Initial,Sprouting tree,Young,Basal Stem + diesel,Riparian,0.00204
0.03,Initial,Sprouting tree,Young,Basal Stem + diesel,Landscape,0.00204
0.03,Initial,Sprouting tree,Young,Lopping / Pruning,Riparian,0.00714
0.03,Initial,Sprouting tree,Young,Lopping / Pruning,Landscape,0.00480
0.04,Follow-up,All,All,Soil application,Landscape,0.00440
0.04,Follow-up,All,All,Soil application,Riparian,0.00440
0.04,Follow-up,Aquatic weed,All,Manual Removal,Riparian,0.08000
0.04,Follow-up,Aquatic weed,All,Manual Removal,Landscape,0.08000
0.04,Follow-up,Aquatic weed,All,Spray from boat,Riparian,0.01600
0.04,Follow-up,Aquatic weed,All,Spray from boat,Landscape,0.01600
0.04,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,0.03400
0.04,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,0.03400
0.04,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,0.06800
0.04,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,0.06800
0.04,Follow-up,Cactus,Adult,Cut & Spray,Riparian,0.00664
0.04,Follow-up,Cactus,Adult,Cut & Spray,Landscape,0.00440
0.04,Follow-up,Cactus,Adult,Stem inject,Riparian,0.00440
0.04,Follow-up,Cactus,Adult,Stem inject,Landscape,0.00440
0.04,Follow-up,Cactus,Seedling,Dig out and burn,Riparian,0.00440
0.04,Follow-up,Cactus,Seedling,Dig out and burn,Landscape,0.00440
0.04,Follow-up,Cactus,Seedling,Hand pull,Riparian,0.00272
0.04,Follow-up,Cactus,Seedling,Hand pull,Landscape,0.00272
0.04,Follow-up,Cactus,Young,Foliar Spray,Riparian,0.00272
0.04,Follow-up,Cactus,Young,Foliar Spray,Landscape,0.00272
0.04,Follow-up,Cactus,Young,Stem inject,Riparian,0.00272
0.04,Follow-up,Cactus,Young,Stem inject,Landscape,0.00272
0.04,Follow-up,Creeper,Adult,Basal Stem + diesel,Riparian,0.00272
0.04,Follow-up,Creeper,Adult,Basal Stem + diesel,Landscape,0.00272
0.04,Follow-up,Creeper,Adult,Cut & Spray,Riparian,0.00664
0.04,Follow-up,Creeper,Adult,Cut & Spray,Landscape,0.00440
0.04,Follow-up,Creeper,Adult,Cut & Spray + diesel,Riparian,0.00664
0.04,Follow-up,Creeper,Adult,Cut & Spray + diesel,Landscape,0.00440
0.04,Follow-up,Creeper,Seedling,Hand pull,Landscape,0.00272
0.04,Follow-up,Creeper,Seedling,Hand pull,Riparian,0.00272
0.04,Follow-up,Creeper,Young,Foliar Spray,Riparian,0.00272
0.04,Follow-up,Creeper,Young,Foliar Spray,Landscape,0.00272
0.04,Follow-up,Grass,Adult,Cut & Spray,Riparian,0.00440
0.04,Follow-up,Grass,Adult,Cut & Spray,Landscape,0.00440
0.04,Follow-up,Grass,Seedling,Hand pull,Riparian,0.00272
0.04,Follow-up,Grass,Seedling,Hand pull,Landscape,0.00272
0.04,Follow-up,Grass,Young,Foliar Spray,Riparian,0.00216
0.04,Follow-up,Grass,Young,Foliar Spray,Landscape,0.00216
0.04,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Riparian,0.00272
0.04,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Landscape,0.00272
0.04,Follow-up,Herbaceous,Adult,Cut & Spray,Riparian,0.00664
0.04,Follow-up,Herbaceous,Adult,Cut & Spray,Landscape,0.00440
0.04,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Riparian,0.00664
0.04,Follow-up,Herbaceous,Adult,Cut & Spray + diesel,Landscape,0.00440
0.04,Follow-up,Herbaceous,Seedling,Hand pull,Riparian,0.00272
0.04,Follow-up,Herbaceous,Seedling,Hand pull,Landscape,0.00272
0.04,Follow-up,Herbaceous,Young,Cut below ground,Riparian,0.00440
0.04,Follow-up,Herbaceous,Young,Cut below ground,Landscape,0.00440
0.04,Follow-up,Herbaceous,Young,Foliar Spray,Riparian,0.00272
0.04,Follow-up,Herbaceous,Young,Foliar Spray,Landscape,0.00272
0.04,Follow-up,Non sprouting tree,Adult,Felling,Riparian,0.01080
0.04,Follow-up,Non sprouting tree,Adult,Felling,Landscape,0.00720
0.04,Follow-up,Non sprouting tree,Adult,Ring bark,Riparian,0.00584
0.04,Follow-up,Non sprouting tree,Adult,Ring bark,Landscape,0.00584
0.04,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Riparian,0.00216
0.04,Follow-up,Non sprouting tree,Seedling,Foliar Spray,Landscape,0.00216
0.04,Follow-up,Non sprouting tree,Seedling,Hand pull,Riparian,0.00272
0.04,Follow-up,Non sprouting tree,Seedling,Hand pull,Landscape,0.00272
0.04,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Riparian,0.00664
0.04,Follow-up,Non sprouting tree,Young,Lopping / Pruning,Landscape,0.00440
0.04,Follow-up,Sprouting tree,Adult,Bark Strip,Riparian,0.00840
0.04,Follow-up,Sprouting tree,Adult,Bark Strip,Landscape,0.00840
0.04,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Riparian,0.00272
0.04,Follow-up,Sprouting tree,Adult,Basal Stem + diesel,Landscape,0.00272
0.04,Follow-up,Sprouting tree,Adult,Cut stump,Riparian,0.01568
0.04,Follow-up,Sprouting tree,Adult,Cut stump,Landscape,0.01048
0.04,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Riparian,0.01568
0.04,Follow-up,Sprouting tree,Adult,Cut stump + diesel,Landscape,0.01048
0.04,Follow-up,Sprouting tree,Adult,Cut stump + oil,Riparian,0.01568
0.04,Follow-up,Sprouting tree,Adult,Cut stump + oil,Landscape,0.01048
0.04,Follow-up,Sprouting tree,Adult,Frill,Riparian,0.00840
0.04,Follow-up,Sprouting tree,Adult,Frill,Landscape,0.00840
0.04,Follow-up,Sprouting tree,Seedling,Foliar Spray,Riparian,0.00216
0.04,Follow-up,Sprouting tree,Seedling,Foliar Spray,Landscape,0.00216
0.04,Follow-up,Sprouting tree,Seedling,Hand pull,Riparian,0.00272
0.04,Follow-up,Sprouting tree,Seedling,Hand pull,Landscape,0.00272
0.04,Follow-up,Sprouting tree,Young,Bark Strip,Landscape,0.00720
0.04,Follow-up,Sprouting tree,Young,Bark Strip,Riparian,0.00720
0.04,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Riparian,0.00272
0.04,Follow-up,Sprouting tree,Young,Basal Stem + diesel,Landscape,0.00272
0.04,Follow-up,Sprouting tree,Young,Lopping / Pruning,Riparian,0.00952
0.04,Follow-up,Sprouting tree,Young,Lopping / Pruning,Landscape,0.00640
0.04,Initial,All,All,Soil application,Landscape,0.00440
0.04,Initial,All,All,Soil application,Riparian,0.00440
0.04,Initial,Aquatic weed,All,Manual Removal,Riparian,0.08000
0.04,Initial,Aquatic weed,All,Manual Removal,Landscape,0.08000
0.04,Initial,Aquatic weed,All,Spray from boat,Riparian,0.01600
0.04,Initial,Aquatic weed,All,Spray from boat,Landscape,0.01600
0.04,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,0.03400
0.04,Initial,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,0.03400
0.04,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,0.06800
0.04,Initial,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,0.06800
0.04,Initial,Cactus,Adult,Cut & Spray,Riparian,0.00664
0.04,Initial,Cactus,Adult,Cut & Spray,Landscape,0.00440
0.04,Initial,Cactus,Adult,Stem inject,Riparian,0.00440
0.04,Initial,Cactus,Adult,Stem inject,Landscape,0.00440
0.04,Initial,Cactus,Seedling,Dig out and burn,Riparian,0.00440
0.04,Initial,Cactus,Seedling,Dig out and burn,Landscape,0.00440
0.04,Initial,Cactus,Seedling,Hand pull,Riparian,0.00272
0.04,Initial,Cactus,Seedling,Hand pull,Landscape,0.00272
0.04,Initial,Cactus,Young,Foliar Spray,Riparian,0.00272
0.04,Initial,Cactus,Young,Foliar Spray,Landscape,0.00272
0.04,Initial,Cactus,Young,Stem inject,Riparian,0.00272
0.04,Initial,Cactus,Young,Stem inject,Landscape,0.00272
0.04,Initial,Creeper,Adult,Basal Stem + diesel,Riparian,0.00272
0.04,Initial,Creeper,Adult,Basal Stem + diesel,Landscape,0.00272
0.04,Initial,Creeper,Adult,Cut & Spray,Riparian,0.00664
0.04,Initial,Creeper,Adult,Cut & Spray,Landscape,0.00440
0.04,Initial,Creeper,Adult,Cut & Spray + diesel,Riparian,0.00664
0.04,Initial,Creeper,Adult,Cut & Spray + diesel,Landscape,0.00440
0.04,Initial,Creeper,Seedling,Hand pull,Riparian,0.00272
0.04,Initial,Creeper,Seedling,Hand pull,Landscape,0.00272
0.04,Initial,Creeper,Young,Foliar Spray,Riparian,0.00272
0.04,Initial,Creeper,Young,Foliar Spray,Landscape,0.00272
0.04,Initial,Grass,Adult,Cut & Spray,Riparian,0.00440
0.04,Initial,Grass,Adult,Cut & Spray,Landscape,0.00440
0.04,Initial,Grass,Seedling,Hand pull,Riparian,0.00272
0.04,Initial,Grass,Seedling,Hand pull,Landscape,0.00272
0.04,Initial,Grass,Young,Foliar Spray,Riparian,0.00216
0.04,Initial,Grass,Young,Foliar Spray,Landscape,0.00216
0.04,Initial,Herbaceous,Adult,Basal Stem + diesel,Riparian,0.00272
0.04,Initial,Herbaceous,Adult,Basal Stem + diesel,Landscape,0.00272
0.04,Initial,Herbaceous,Adult,Cut & Spray,Riparian,0.00664
0.04,Initial,Herbaceous,Adult,Cut & Spray,Landscape,0.00440
0.04,Initial,Herbaceous,Adult,Cut & Spray + diesel,Riparian,0.00664
0.04,Initial,Herbaceous,Adult,Cut & Spray + diesel,Landscape,0.00440
0.04,Initial,Herbaceous,Seedling,Hand pull,Riparian,0.00272
0.04,Initial,Herbaceous,Seedling,Hand pull,Landscape,0.00272
0.04,Initial,Herbaceous,Young,Cut below ground,Riparian,0.00440
0.04,Initial,Herbaceous,Young,Cut below ground,Landscape,0.00440
0.04,Initial,Herbaceous,Young,Foliar Spray,Riparian,0.00272
0.04,Initial,Herbaceous,Young,Foliar Spray,Landscape,0.00272
0.04,Initial,Non sprouting tree,Adult,Felling,Riparian,0.01080
0.04,Initial,Non sprouting tree,Adult,Felling,Landscape,0.00720
0.04,Initial,Non sprouting tree,Adult,Ring bark,Riparian,0.00584
0.04,Initial,Non sprouting tree,Adult,Ring bark,Landscape,0.00584
0.04,Initial,Non sprouting tree,Seedling,Foliar Spray,Riparian,0.00216
0.04,Initial,Non sprouting tree,Seedling,Foliar Spray,Landscape,0.00216
0.04,Initial,Non sprouting tree,Seedling,Hand pull,Riparian,0.00272
0.04,Initial,Non sprouting tree,Seedling,Hand pull,Landscape,0.00272
0.04,Initial,Non sprouting tree,Young,Lopping / Pruning,Riparian,0.00664
0.04,Initial,Non sprouting tree,Young,Lopping / Pruning,Landscape,0.00440
0.04,Initial,Sprouting tree,Adult,Bark Strip,Riparian,0.00840
0.04,Initial,Sprouting tree,Adult,Bark Strip,Landscape,0.00840
0.04,Initial,Sprouting tree,Adult,Basal Stem + diesel,Riparian,0.00272
0.04,Initial,Sprouting tree,Adult,Basal Stem + diesel,Landscape,0.00272
0.04,Initial,Sprouting tree,Adult,Cut stump,Riparian,0.01568
0.04,Initial,Sprouting tree,Adult,Cut stump,Landscape,0.01048
0.04,Initial,Sprouting tree,Adult,Cut stump + diesel,Riparian,0.01568
0.04,Initial,Sprouting tree,Adult,Cut stump + diesel,Landscape,0.01048
0.04,Initial,Sprouting tree,Adult,Cut stump + oil,Riparian,0.01568
0.04,Initial,Sprouting tree,Adult,Cut stump + oil,Landscape,0.01048
0.04,Initial,Sprouting tree,Adult,Frill,Riparian,0.00840
0.04,Initial,Sprouting tree,Adult,Frill,Landscape,0.00840
0.04,Initial,Sprouting tree,Seedling,Foliar Spray,Riparian,0.00216
0.04,Initial,Sprouting tree,Seedling,Foliar Spray,Landscape,0.00216
0.04,Initial,Sprouting tree,Seedling,Hand pull,Riparian,0.00272
0.04,Initial,Sprouting tree,Seedling,Hand pull,Landscape,0.00272
0.04,Initial,Sprouting tree,Young,Bark Strip,Landscape,0.00720
0.04,Initial,Sprouting tree,Young,Bark Strip,Riparian,0.00720
0.04,Initial,Sprouting tree,Young,Basal Stem + diesel,Riparian,0.00272
0.04,Initial,Sprouting tree,Young,Basal Stem + diesel,Landscape,0.00272
0.04,Initial,Sprouting tree,Young,Lopping / Pruning,Riparian,0.00952
0.04,Initial,Sprouting tree,Young,Lopping / Pruning,Landscape,0.00640
0.05,Follow-up,All,All,Soil application,Landscape,0.00550
0.05,Follow-up,All,All,Soil application,Riparian,0.00550
0.05,Follow-up,Aquatic weed,All,Manual Removal,Riparian,0.10000
0.05,Follow-up,Aquatic weed,All,Manual Removal,Landscape,0.10000
0.05,Follow-up,Aquatic weed,All,Spray from boat,Riparian,0.02000
0.05,Follow-up,Aquatic weed,All,Spray from boat,Landscape,0.02000
0.05,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Riparian,0.04250
0.05,Follow-up,Aquatic weed,All,Spray from shoreline (bakkie sakkie),Landscape,0.04250
0.05,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Riparian,0.08500
0.05,Follow-up,Aquatic weed,All,Spray from shoreline (knapsack),Landscape,0.08500
0.05,Follow-up,Cactus,Adult,Cut & Spray,Riparian,0.00830
0.05,Follow-up,Cactus,Adult,Cut & Spray,Landscape,0.00550
0.05,Follow-up,Cactus,Adult,Stem inject,Riparian,0.00550
0.05,Follow-up,Cactus,Adult,Stem inject,Landscape,0.00550
0.05,Follow-up,Cactus,Seedling,Dig out and burn,Riparian,0.00550
0.05,Follow-up,Cactus,Seedling,Dig out and burn,Landscape,0.00550
0.05,Follow-up,Cactus,Seedling,Hand pull,Riparian,0.00340
0.05,Follow-up,Cactus,Seedling,Hand pull,Landscape,0.00340
0.05,Follow-up,Cactus,Young,Foliar Spray,Riparian,0.00340
0.05,Follow-up,Cactus,Young,Foliar Spray,Landscape,0.00340
0.05,Follow-up,Cactus,Young,Stem inject,Riparian,0.00340
0.05,Follow-up,Cactus,Young,Stem inject,Landscape,0.00340
0.05,Follow-up,Creeper,Adult,Basal Stem + diesel,Riparian,0.00340
0.05,Follow-up,Creeper,Adult,Basal Stem + diesel,Landscape,0.00340
0.05,Follow-up,Creeper,Adult,Cut & Spray,Riparian,0.00830
0.05,Follow-up,Creeper,Adult,Cut & Spray,Landscape,0.00550
0.05,Follow-up,Creeper,Adult,Cut & Spray + diesel,Riparian,0.00830
0.05,Follow-up,Creeper,Adult,Cut & Spray + diesel,Landscape,0.00550
0.05,Follow-up,Creeper,Seedling,Hand pull,Landscape,0.00340
0.05,Follow-up,Creeper,Seedling,Hand pull,Riparian,0.00340
0.05,Follow-up,Creeper,Young,Foliar Spray,Riparian,0.00340
0.05,Follow-up,Creeper,Young,Foliar Spray,Landscape,0.00340
0.05,Follow-up,Grass,Adult,Cut & Spray,Riparian,0.00550
0.05,Follow-up,Grass,Adult,Cut & Spray,Landscape,0.00550
0.05,Follow-up,Grass,Seedling,Hand pull,Riparian,0.00340
0.05,Follow-up,Grass,Seedling,Hand pull,Landscape,0.00340
0.05,Follow-up,Grass,Young,Foliar Spray,Riparian,0.00270
0.05,Follow-up,Grass,Young,Foliar Spray,Landscape,0.00270
0.05,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Riparian,0.00340
0.05,Follow-up,Herbaceous,Adult,Basal Stem + diesel,Landscape,0.00340
0.05,Follow-up,Herbaceous,Adult,Cut & Spray,Riparian,0.00830
0.05,Follow-up,Herbaceous,Adult,Cut & Spray,Landscape,0.00550
